text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @true_pundit: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/HhVNI5Vzyb,FALSE,0.0,NA,2018-01-01T18:37:12Z,FALSE,NA,947899524739158016,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",most_xlnt,5.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:37:09Z,FALSE,NA,947899513418608646,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",DavidSmejkal666,112.0,TRUE,FALSE,NA,NA
"POLICE: A 16-year-old New Jersey boy armed with a semi-automatic rifle shot and killed his parents, sister and a fa… https://t.co/YpFdLZU45E",FALSE,0.0,NA,2018-01-01T18:37:05Z,FALSE,NA,947899495555256320,NA,"<a href=""http://toplocalnow.com/us/baltimore"" rel=""nofollow"">Baltimore Now</a>",BaltimoreCP,0.0,FALSE,FALSE,NA,NA
RT @Thomas1774Paine: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/jNznhiUIBK,FALSE,0.0,NA,2018-01-01T18:37:03Z,FALSE,NA,947899486252105728,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",blueBooBooBear,25.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:37:02Z,FALSE,NA,947899484507459585,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FlyersNation67,112.0,TRUE,FALSE,NA,NA
"RT @sxdoc: Baltimore Residents: Murder Rate, Worse Than Chicago, Shot Up Over Less Police Presence; Liberal City Supports #BLM then Wonder…",FALSE,0.0,NA,2018-01-01T18:37:02Z,FALSE,NA,947899481521041409,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",theusaspirit1,64.0,TRUE,FALSE,NA,NA
"RT @sxdoc: Baltimore Residents: Murder Rate, Worse Than Chicago, Shot Up Over Less Police Presence; Liberal City Supports #BLM then Wonder…",FALSE,0.0,NA,2018-01-01T18:37:01Z,FALSE,NA,947899477955932162,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kwilli1046,64.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:36:58Z,FALSE,NA,947899467256053760,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",guytron2,112.0,TRUE,FALSE,NA,NA
RT @Thomas1774Paine: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/jNznhiUIBK,FALSE,0.0,NA,2018-01-01T18:36:58Z,FALSE,NA,947899464441835521,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",626Robyn,25.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:36:54Z,FALSE,NA,947899449094950914,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SherlSouch,112.0,TRUE,FALSE,NA,NA
Imagine that?  They chase off and harm police and now they suddenly need them!  Good luck with that Baltimore! https://t.co/QjQn97ZUjy,FALSE,0.0,NA,2018-01-01T18:36:53Z,FALSE,NA,947899444648923137,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",righteousrant,0.0,FALSE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:36:52Z,FALSE,NA,947899442765664256,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",LindaL_64,112.0,TRUE,FALSE,NA,NA
WHY should cops put their careers at risk every-time they have to enforce the law on a Black person that has never… https://t.co/DWhbVVGMVE,FALSE,0.0,NA,2018-01-01T18:36:41Z,TRUE,NA,947899394023571456,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",MauiREman,0.0,FALSE,FALSE,NA,NA
RT @Thomas1774Paine: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/jNznhiUIBK,FALSE,0.0,NA,2018-01-01T18:36:36Z,FALSE,NA,947899372741775361,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",VoteIndpndt,25.0,TRUE,FALSE,NA,NA
RT @JoeFreedomLove: Surprise! Baltimore Residents Blame Reduced Police Presence for High Murder Rate https://t.co/MIJcCfr1qu #Trending via…,FALSE,0.0,NA,2018-01-01T18:36:35Z,FALSE,NA,947899369176666112,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mimismurf965,1.0,TRUE,FALSE,NA,NA
"RT @sxdoc: Baltimore Residents: Murder Rate, Worse Than Chicago, Shot Up Over Less Police Presence; Liberal City Supports #BLM then Wonder…",FALSE,0.0,NA,2018-01-01T18:36:32Z,FALSE,NA,947899357109587970,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",birdman8272,64.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:36:31Z,FALSE,NA,947899352500097025,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",trailoftears19,112.0,TRUE,FALSE,NA,NA
RT @Thomas1774Paine: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/jNznhiUIBK,FALSE,0.0,NA,2018-01-01T18:36:31Z,FALSE,NA,947899351912845315,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AmydnAmy,25.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:36:20Z,FALSE,NA,947899308204068864,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",DotLolly,112.0,TRUE,FALSE,NA,NA
Surprise! Baltimore Residents Blame Reduced Police Presence for High Murder Rate https://t.co/MIJcCfr1qu #Trending via @pjmedia_com,FALSE,0.0,NA,2018-01-01T18:36:18Z,FALSE,NA,947899298267611136,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JoeFreedomLove,1.0,FALSE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:36:14Z,FALSE,NA,947899281633107968,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kramer_kent,112.0,TRUE,FALSE,NA,NA
RT @Thomas1774Paine: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/jNznhiUIBK,FALSE,0.0,NA,2018-01-01T18:36:12Z,FALSE,NA,947899274452377600,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",USAlovesTrumpz,25.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:36:01Z,FALSE,NA,947899226763284482,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Esscuseme,112.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:36:00Z,FALSE,NA,947899223659466752,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sewpam2,112.0,TRUE,FALSE,NA,NA
RT @true_pundit: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/HhVNI5Vzyb,FALSE,0.0,NA,2018-01-01T18:35:49Z,FALSE,NA,947899177828093952,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",brainfart76,5.0,TRUE,FALSE,NA,NA
RT @Thomas1774Paine: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/jNznhiUIBK,FALSE,0.0,NA,2018-01-01T18:35:47Z,FALSE,NA,947899168261013504,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DDeBurgen,25.0,TRUE,FALSE,NA,NA
RT @true_pundit: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/HhVNI5Vzyb,FALSE,0.0,NA,2018-01-01T18:35:44Z,FALSE,NA,947899154470187010,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DDeBurgen,5.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:35:33Z,FALSE,NA,947899110689972225,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Papaloco1031,112.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:35:23Z,FALSE,NA,947899068696743938,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",heresjo,112.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:35:20Z,FALSE,NA,947899054150836225,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KimMoor20918476,112.0,TRUE,FALSE,NA,NA
RT @Thomas1774Paine: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/jNznhiUIBK,FALSE,0.0,NA,2018-01-01T18:35:09Z,FALSE,NA,947899007119929344,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",norvilgirl,25.0,TRUE,FALSE,NA,NA
You don't say...sadly this isn't a laughing matter but it's the result when intellectual dishonesty is used to push… https://t.co/yK66Tq4gp1,FALSE,0.0,NA,2018-01-01T18:35:06Z,TRUE,NA,947898994474156032,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bannersquest,0.0,FALSE,FALSE,NA,NA
"RT @sxdoc: Baltimore Residents: Murder Rate, Worse Than Chicago, Shot Up Over Less Police Presence; Liberal City Supports #BLM then Wonder…",FALSE,0.0,NA,2018-01-01T18:35:03Z,FALSE,NA,947898985762746368,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tillinghastpat1,64.0,TRUE,FALSE,NA,NA
"RT @sxdoc: Baltimore Residents: Murder Rate, Worse Than Chicago, Shot Up Over Less Police Presence; Liberal City Supports #BLM then Wonder…",FALSE,0.0,NA,2018-01-01T18:34:57Z,FALSE,NA,947898960336818176,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",jevjon,64.0,TRUE,FALSE,NA,NA
"RT @sxdoc: Baltimore Residents: Murder Rate, Worse Than Chicago, Shot Up Over Less Police Presence; Liberal City Supports #BLM then Wonder…",FALSE,0.0,NA,2018-01-01T18:34:52Z,FALSE,NA,947898939101106177,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ella_earle,64.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:34:42Z,FALSE,NA,947898896621166592,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MAGA_Yall,112.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:34:38Z,FALSE,NA,947898877482618881,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",deemike1983,112.0,TRUE,FALSE,NA,NA
https://t.co/9M27Nmpx7M,FALSE,0.0,NA,2018-01-01T18:34:34Z,FALSE,NA,947898861850214401,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",55c8a9a045f34df,0.0,FALSE,FALSE,NA,NA
RT @Thomas1774Paine: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/jNznhiUIBK,FALSE,0.0,NA,2018-01-01T18:34:32Z,FALSE,NA,947898854795509761,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RichardTBurnett,25.0,TRUE,FALSE,NA,NA
RT @tigjm: Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence https://t.co/WWwplMjYRG You reap what you sow-You tre…,FALSE,0.0,NA,2018-01-01T18:34:28Z,FALSE,NA,947898835258372096,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MammothAllen,1.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:34:27Z,FALSE,NA,947898834507653120,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JamesCo69645981,112.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:34:20Z,FALSE,NA,947898804451364864,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",webb_carrie,112.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:34:16Z,FALSE,NA,947898785493147652,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",usyacht,112.0,TRUE,FALSE,NA,NA
RT @Thomas1774Paine: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/jNznhiUIBK,FALSE,0.0,NA,2018-01-01T18:34:13Z,FALSE,NA,947898774977957889,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",57Delmar,25.0,TRUE,FALSE,NA,NA
"Damn. those cops, they are causing all the black people to shot each other, who knew?
https://t.co/3ay5Cxcmh5",FALSE,0.0,NA,2018-01-01T18:34:05Z,FALSE,NA,947898738508382208,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",canadianmra,0.0,FALSE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:34:03Z,FALSE,NA,947898731361390593,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FLMomNYGirl,112.0,TRUE,FALSE,NA,NA
RT @Thomas1774Paine: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/jNznhiUIBK,FALSE,0.0,NA,2018-01-01T18:34:00Z,FALSE,NA,947898717478285314,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CrusaderForce,25.0,TRUE,FALSE,NA,NA
Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence https://t.co/QBjLdx9ntr,FALSE,0.0,NA,2018-01-01T18:33:58Z,FALSE,NA,947898709198635009,NA,"<a href=""http://buzzy.digital"" rel=""nofollow"">Buzzy Digital</a>",buzzy_digital,0.0,FALSE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:33:50Z,FALSE,NA,947898678282354688,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MissyLee1967,112.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:33:50Z,FALSE,NA,947898677477097477,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ToddyLittman,112.0,TRUE,FALSE,NA,NA
RT @Thomas1774Paine: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/jNznhiUIBK,FALSE,0.0,NA,2018-01-01T18:33:50Z,FALSE,NA,947898675661103104,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",shades_slim,25.0,TRUE,FALSE,NA,NA
RT @Thomas1774Paine: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/jNznhiUIBK,FALSE,0.0,NA,2018-01-01T18:33:42Z,FALSE,NA,947898644694487040,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ntibbs267,25.0,TRUE,FALSE,NA,NA
"RT @sxdoc: Baltimore Residents: Murder Rate, Worse Than Chicago, Shot Up Over Less Police Presence; Liberal City Supports #BLM then Wonder…",FALSE,0.0,NA,2018-01-01T18:33:33Z,FALSE,NA,947898607105134592,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",marckovvvvv,64.0,TRUE,FALSE,NA,NA
RT @DailyCaller: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/HI8oK6RxiY https://t.co/dQdyz1PpL9,FALSE,0.0,NA,2018-01-01T18:33:23Z,FALSE,NA,947898562813284352,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",iimanlapaz,30.0,TRUE,FALSE,NA,NA
RT @Thomas1774Paine: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/jNznhiUIBK,FALSE,0.0,NA,2018-01-01T18:33:16Z,FALSE,NA,947898535915094017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",stacie_bm,25.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:33:11Z,FALSE,NA,947898515925151745,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PookieTrudel,112.0,TRUE,FALSE,NA,NA
RT @DailyCaller: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/HI8oK6RxiY https://t.co/dQdyz1PpL9,FALSE,0.0,NA,2018-01-01T18:33:10Z,FALSE,NA,947898511630233606,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TheOinfosystem,30.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:33:05Z,FALSE,NA,947898487303233537,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",darnskippy,112.0,TRUE,FALSE,NA,NA
RT @true_pundit: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/HhVNI5Vzyb,FALSE,0.0,NA,2018-01-01T18:33:03Z,FALSE,NA,947898480596467712,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bernKleen,5.0,TRUE,FALSE,NA,NA
RT @true_pundit: Baltimore Residents: Murder Rate Shot Up Over Less Police Presence https://t.co/HhVNI5Vzyb,FALSE,0.0,NA,2018-01-01T18:33:02Z,FALSE,NA,947898477266190336,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_ROB_79,5.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:32:50Z,FALSE,NA,947898427345653760,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FranBarreraReal,112.0,TRUE,FALSE,NA,NA
"RT @sxdoc: Baltimore Residents: Murder Rate, Worse Than Chicago, Shot Up Over Less Police Presence; Liberal City Supports #BLM then Wonder…",FALSE,0.0,NA,2018-01-01T18:32:50Z,FALSE,NA,947898425122705409,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",deplorable1029,64.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:32:49Z,FALSE,NA,947898421440143361,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",destinysimon,112.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:32:44Z,FALSE,NA,947898398904070144,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",djanechristy,112.0,TRUE,FALSE,NA,NA
RT @DRUDGE_REPORT: Record-High Baltimore Murder Rate Blamed On Lower Police Presence... https://t.co/vGS3CHBA2b,FALSE,0.0,NA,2018-01-01T18:32:43Z,FALSE,NA,947898396328722432,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PublicNMEno2,135.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:32:42Z,FALSE,NA,947898391928999937,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",007cigarjoe,112.0,TRUE,FALSE,NA,NA
"RT @sxdoc: Baltimore Residents: Murder Rate, Worse Than Chicago, Shot Up Over Less Police Presence; Liberal City Supports #BLM then Wonder…",FALSE,0.0,NA,2018-01-01T18:32:41Z,FALSE,NA,947898389269745665,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",junogsp5,64.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:32:32Z,FALSE,NA,947898349738450944,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cherrybaysb,112.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:32:25Z,FALSE,NA,947898321103855616,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RobertCTaylor99,112.0,TRUE,FALSE,NA,NA
"RT @sxdoc: Baltimore Residents: Murder Rate, Worse Than Chicago, Shot Up Over Less Police Presence; Liberal City Supports #BLM then Wonder…",FALSE,0.0,NA,2018-01-01T18:32:24Z,FALSE,NA,947898318520225792,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",websterelizabet,64.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:32:22Z,FALSE,NA,947898307342352384,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SexyPinkMoule,112.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:32:02Z,FALSE,NA,947898223745740802,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tx24J2,112.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:32:01Z,FALSE,NA,947898222231482368,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JayneLa99848960,112.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:31:54Z,FALSE,NA,947898189264379904,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SATX19,112.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:31:51Z,FALSE,NA,947898177256083456,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ponyexpress2,112.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:31:37Z,FALSE,NA,947898117956960256,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mhoward48,112.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:31:33Z,FALSE,NA,947898103864193024,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jacquoranda,112.0,TRUE,FALSE,NA,NA
"RT @larryelder: ATTN #BlackLivesMatter,

Now what?

""Baltimore Residents Blame Record-High Murder Rate On Lower Police Presence""
https://t.…",FALSE,0.0,NA,2018-01-01T18:31:27Z,FALSE,NA,947898077683306497,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheEternalAbys,112.0,TRUE,FALSE,NA,NA
